Transaction_ID,Product_ID,Category,Price,Discount,Promotion_Flag,Customer_Age,Gender,Region,Month,Holiday_Flag,Weekend_Flag,Payment_Method,Store_Type,Loyalty_Status,Customer_Satisfaction,Delivery_Time_Days,Return_Flag,Shipping_Cost,Stock_Availability,Season,Customer_Income,Review_Score,Units_Sold,Loyalty_Points,Revenue,Profit
T104413,P5413,Grocery,106.59,18.16,0,41.0,Female,North,1,0,0,Wallet,Offline,Gold,4,7,0,44.15,0,Spring,76762.0,5.0,265,26,23433.95,1171.7
T104414,P5414,Clothing,52.47,12.85,1,45.0,Male,South,7,0,0,Wallet,Offline,Platinum,4,2,1,49.81,0,Winter,122061.0,2.0,326,32,12916.12,2583.22
T104415,P5415,Grocery,29.27,37.55,0,54.0,Male,North,12,1,0,Wallet,Online,Bronze,5,3,0,2.89,0,Summer,125549.0,1.0,370,37,-3063.6,-153.18
T104416,P5416,Clothing,36.78,,0,38.0,Male,South,4,0,0,UPI,Online,Bronze,2,8,0,46.28,0,Spring,32827.0,1.0,212,21,4197.6,839.52
T104417,P5417,Electronics,36.06,21.41,1,50.0,Male,North,6,0,0,UPI,Online,Silver,3,2,1,10.16,0,Winter,62682.0,1.0,307,30,4497.55,1124.39
T104418,P5418,Clothing,86.37,20.18,1,19.0,Male,North,6,0,1,Wallet,Offline,Silver,3,2,0,10.26,0,Autumn,95761.0,5.0,330,33,21842.7,4368.54
T104419,P5419,Electronics,65.36,35.63,0,54.0,Male,South,9,0,0,UPI,Offline,Platinum,1,4,0,2.09,0,Winter,71810.0,4.0,306,30,9097.38,2274.34
T104420,P5420,Electronics,21.62,45.89,0,36.0,Female,North,2,0,1,Cash,Offline,Silver,1,6,0,46.11,0,Autumn,46533.0,4.0,310,31,-7523.7,-1880.92
T104421,P5421,Sports,40.24,33.34,0,45.0,Male,North,4,0,0,UPI,Offline,Platinum,2,2,0,37.97,0,Summer,68679.0,4.0,305,30,2104.5,210.45
T104422,P5422,Grocery,100.92,23.58,0,32.0,Male,South,4,0,0,Wallet,Online,Bronze,3,9,0,2.67,0,Spring,85202.0,3.0,250,25,19335.0,966.75
T104423,P5423,Grocery,69.84,38.96,0,18.0,Female,West,7,1,1,Debit Card,Online,Bronze,4,2,0,31.68,0,Winter,46081.0,4.0,413,41,12753.44,637.67
T104424,P5424,Clothing,81.29,32.05,1,60.0,Female,North,1,0,0,Wallet,Offline,Bronze,3,9,1,6.01,0,Summer,134244.0,5.0,366,36,18021.84,3604.37
T104425,P5425,Clothing,71.38,3.03,1,45.0,Male,North,5,1,0,Debit Card,Online,Bronze,4,7,0,37.57,0,Autumn,133623.0,5.0,280,28,19138.0,3827.6
T104426,P5426,Clothing,170.46,4.78,0,67.0,Male,North,11,0,0,UPI,Online,Silver,4,3,0,20.45,0,Summer,95912.0,3.0,189,18,31313.52,6262.7
T104427,P5427,Electronics,64.41,1.9,1,52.0,Female,East,4,1,1,UPI,Offline,Silver,2,9,0,2.59,1,Summer,83343.0,5.0,312,31,19503.12,4875.78
T104428,P5428,Electronics,41.67,22.84,1,49.0,Male,West,2,1,0,Debit Card,Offline,Platinum,3,9,0,41.47,0,Autumn,118579.0,5.0,411,41,7739.13,1934.78
T104429,P5429,Grocery,28.76,41.29,0,45.0,Female,West,5,0,1,Wallet,Offline,Silver,5,6,0,28.62,0,Spring,148289.0,3.0,340,34,-4260.2,-213.01
T104430,P5430,Grocery,65.02,15.65,1,26.0,Female,North,9,0,0,Credit Card,Online,Bronze,3,2,0,38.64,0,Summer,20742.0,3.0,304,30,15008.48,750.42
T104431,P5431,Grocery,9.89,19.21,0,41.0,Female,North,8,0,0,Credit Card,Online,Bronze,3,7,0,33.73,0,Summer,42596.0,3.0,243,24,-2264.76,-113.24
T104432,P5432,Grocery,47.99,45.47,1,21.0,Male,North,9,0,0,Wallet,Offline,Platinum,1,4,0,21.72,0,Autumn,23232.0,5.0,493,49,1242.36,62.12
T104433,P5433,Sports,47.27,41.85,1,62.0,Male,North,7,0,1,UPI,Online,Bronze,2,4,0,34.93,0,Autumn,61115.0,3.0,420,42,2276.4,227.64
T104434,P5434,Electronics,21.01,33.25,1,58.0,Female,East,10,0,1,Debit Card,Offline,Bronze,5,7,1,0.74,0,Summer,87764.0,1.0,378,37,-4626.72,-1156.68
T104435,P5435,Clothing,28.51,13.34,1,20.0,Female,North,7,0,0,Debit Card,Online,Platinum,5,5,0,16.99,0,Winter,141507.0,2.0,326,32,4945.42,989.08
T104436,P5436,Clothing,96.23,5.85,1,65.0,Male,South,2,0,0,Wallet,Online,Platinum,5,1,0,38.89,0,Autumn,101704.0,3.0,275,27,24854.5,4970.9
T104437,P5437,Grocery,64.17,0.8,0,39.0,Male,West,12,0,0,Wallet,Online,Gold,4,3,0,38.15,0,Spring,50365.0,3.0,211,21,13371.07,668.55
T104438,P5438,Sports,58.63,5.35,1,57.0,Male,North,3,0,0,Cash,Offline,Silver,2,7,1,44.37,0,Winter,49934.0,3.0,240,24,12787.2,1278.72
T104439,P5439,Clothing,67.66,14.63,0,56.0,Female,South,11,0,0,Debit Card,Offline,Silver,1,9,0,30.55,0,Winter,98874.0,3.0,223,22,11825.69,2365.14
T104440,P5440,Home,58.26,27.59,1,66.0,Female,North,10,0,1,Cash,Offline,Platinum,4,9,0,47.11,0,Summer,,2.0,413,41,12666.71,1900.01
T104441,P5441,Home,130.32,3.2,1,42.0,Female,North,8,0,0,UPI,Online,Gold,5,7,0,27.89,0,Spring,112137.0,5.0,243,24,30890.16,4633.52
T104442,P5442,Clothing,59.53,6.81,1,65.0,Male,North,11,1,1,Debit Card,Offline,Silver,4,5,0,,0,Winter,144667.0,4.0,360,36,18979.2,3795.84
T104443,P5443,Clothing,19.67,9.05,0,39.0,Female,North,2,0,0,Wallet,Online,Bronze,4,4,0,9.86,0,Autumn,42154.0,1.0,185,18,1964.7,392.94
T104444,P5444,Clothing,170.9,31.6,1,67.0,Female,North,7,0,0,Wallet,Online,Platinum,5,9,0,38.94,0,Spring,128432.0,5.0,408,40,56834.4,11366.88
T104445,P5445,Sports,70.76,,1,65.0,Female,South,12,0,1,UPI,Offline,Platinum,5,6,0,34.6,0,Spring,92313.0,,421,42,16827.37,1682.74
T104446,P5446,Electronics,36.14,27.54,0,64.0,Male,East,6,1,0,Credit Card,Online,Silver,1,2,0,23.04,0,Summer,,5.0,310,31,2666.0,666.5
T104447,P5447,Grocery,22.71,12.53,0,51.0,Female,North,12,0,0,Cash,Online,Bronze,2,3,0,4.36,0,Winter,73867.0,1.0,230,23,2341.4,117.07
T104448,P5448,Clothing,72.03,18.56,0,37.0,Female,East,10,1,1,Wallet,Online,Bronze,3,7,0,6.29,0,Autumn,103999.0,5.0,315,31,16843.05,3368.61
T104449,P5449,Grocery,50.3,4.83,1,53.0,Male,East,4,0,0,Debit Card,Online,Platinum,3,4,1,5.72,0,Winter,76342.0,5.0,305,30,13868.35,693.42
T104450,P5450,Clothing,164.33,11.32,1,54.0,Female,East,11,0,0,Debit Card,Online,Platinum,3,7,0,18.78,0,Winter,42700.0,3.0,316,31,48351.16,9670.23
T104451,P5451,Grocery,42.86,44.89,1,56.0,Male,North,4,0,0,Debit Card,Offline,Bronze,1,5,0,7.95,0,Autumn,78897.0,2.0,441,44,-895.23,-44.76
T104452,P5452,Home,30.38,48.98,1,44.0,Male,North,3,0,0,UPI,Offline,Platinum,4,1,0,43.04,0,Winter,,4.0,499,49,-9281.4,-1392.21
T104453,P5453,Home,102.21,32.38,0,64.0,Female,East,6,0,0,Credit Card,Offline,Gold,5,3,0,44.97,0,Spring,97851.0,5.0,283,28,19761.89,2964.28
T104454,P5454,Home,104.34,45.84,0,66.0,Male,East,3,1,0,Cash,Online,Silver,2,9,0,42.84,0,Summer,48464.0,2.0,378,37,22113.0,3316.95
T104455,P5455,Electronics,61.44,32.14,1,49.0,Female,North,9,0,0,Debit Card,Offline,Bronze,3,4,0,30.44,0,Summer,73033.0,4.0,346,34,10137.8,2534.45
T104456,P5456,Grocery,87.66,1.66,0,59.0,Male,East,4,0,0,Debit Card,Online,Silver,2,5,0,29.82,0,Spring,97070.0,1.0,195,19,16770.0,838.5
T104457,P5457,Electronics,53.18,49.84,0,69.0,Female,North,4,0,1,Wallet,Online,Gold,2,2,1,44.55,0,Winter,50995.0,1.0,355,35,1185.7,296.42
T104458,P5458,Clothing,64.31,4.95,0,,Male,East,2,1,0,Credit Card,Online,Platinum,5,8,0,20.32,0,Winter,86975.0,5.0,305,30,18104.8,3620.96
T104459,P5459,Grocery,123.41,34.13,1,58.0,Male,North,2,0,0,Wallet,Online,Silver,1,1,0,3.12,0,Summer,89078.0,4.0,407,40,36336.96,1816.85
T104460,P5460,Clothing,84.58,12.64,0,65.0,Male,South,7,0,0,UPI,Offline,Silver,5,4,0,23.52,0,Summer,138327.0,1.0,213,21,15323.22,3064.64
T104461,P5461,Grocery,48.5,19.6,1,49.0,Female,South,5,0,1,UPI,Online,Platinum,1,6,0,27.69,0,Autumn,64487.0,3.0,390,39,11271.0,563.55
T104462,P5462,Sports,140.7,32.3,1,41.0,Female,North,3,1,0,Cash,Offline,Silver,4,8,0,27.47,0,Autumn,120660.0,2.0,426,42,46178.4,4617.84
T104463,P5463,Electronics,10.43,21.82,1,20.0,Female,North,6,0,0,UPI,Offline,Silver,2,4,0,7.95,0,Autumn,25546.0,5.0,296,29,-3371.44,-842.86
T104464,P5464,Grocery,229.63,12.53,0,44.0,Male,West,6,0,0,Cash,Offline,Gold,3,2,0,39.17,0,Autumn,88433.0,1.0,244,24,52972.4,2648.62
T104465,P5465,Clothing,16.54,16.72,0,26.0,Male,South,1,0,1,Wallet,Offline,Silver,2,4,0,36.6,0,Summer,115331.0,2.0,251,25,-45.18,-9.04
T104466,P5466,Electronics,35.2,,0,57.0,Female,South,3,0,0,Debit Card,Online,Platinum,5,1,0,11.49,0,Winter,138642.0,3.0,251,25,4548.12,1137.03
T104467,P5467,Electronics,53.06,47.97,0,40.0,Female,South,12,0,0,Debit Card,Online,Platinum,1,8,0,27.56,0,Spring,119068.0,5.0,335,33,1705.15,426.29
T104468,P5468,Sports,49.28,39.93,1,24.0,Male,East,5,0,0,Credit Card,Online,Platinum,4,9,1,39.52,0,Summer,36470.0,5.0,444,44,4151.4,415.14
T104469,P5469,Home,110.44,22.93,1,34.0,Male,North,11,0,0,UPI,Online,Bronze,4,3,0,0.38,0,Spring,88885.0,1.0,308,30,26953.08,4042.96
T104470,P5470,Sports,26.04,9.99,1,54.0,Male,East,11,0,1,Credit Card,Offline,Gold,1,8,0,13.76,0,Spring,120449.0,5.0,297,29,4766.85,476.69
T104471,P5471,Sports,65.53,40.55,0,24.0,Female,North,7,0,1,Credit Card,Online,Silver,1,9,0,23.6,0,Winter,52659.0,2.0,318,31,7943.64,794.36
T104472,P5472,Clothing,36.42,7.86,0,47.0,Male,North,4,0,0,Debit Card,Online,Silver,1,8,0,42.25,0,Winter,55810.0,4.0,204,20,5826.24,1165.25
T104473,P5473,Clothing,67.13,10.52,0,,Female,South,12,0,1,UPI,Online,Platinum,4,2,0,39.95,0,Spring,119791.0,2.0,266,26,15058.26,3011.65
T104474,P5474,Grocery,52.18,18.3,1,35.0,Male,West,8,0,0,Debit Card,Online,Platinum,2,2,0,7.55,0,Summer,142496.0,3.0,367,36,12433.96,621.7
T104475,P5475,Grocery,58.27,44.02,1,48.0,Female,North,3,0,1,Credit Card,Offline,Platinum,2,4,0,23.14,0,Spring,107024.0,5.0,515,51,7338.75,366.94
T104476,P5476,Clothing,37.15,6.59,0,,Male,North,6,0,0,UPI,Online,Platinum,4,1,0,,0,Winter,24018.0,3.0,239,23,7303.84,1460.77
T104477,P5477,Clothing,38.2,6.11,1,31.0,Male,South,6,0,0,Debit Card,Online,Bronze,3,3,0,20.07,0,Autumn,113752.0,3.0,227,22,7284.43,1456.89
T104478,P5478,Grocery,66.76,24.7,1,35.0,Female,North,9,0,1,Cash,Offline,Gold,5,4,0,27.03,0,Winter,57929.0,5.0,408,40,17160.48,858.02
T104479,P5479,Grocery,105.7,13.82,0,52.0,Male,West,4,0,1,Cash,Online,Gold,4,2,0,24.97,0,Winter,44371.0,4.0,287,28,26369.56,1318.48
T104480,P5480,Electronics,35.92,28.44,0,34.0,Male,South,7,0,1,Wallet,Online,Bronze,3,7,0,7.08,0,Summer,34924.0,,256,25,1914.88,478.72
T104481,P5481,Grocery,29.72,22.58,1,36.0,Male,East,10,0,1,Wallet,Online,Silver,5,3,0,6.08,0,Spring,92158.0,3.0,369,36,2634.66,131.73
T104482,P5482,Grocery,83.88,21.75,0,48.0,Female,North,1,1,0,UPI,Online,Silver,2,7,0,6.51,0,Spring,67085.0,2.0,324,32,20130.12,1006.51
T104483,P5483,Grocery,53.37,5.6,1,56.0,Male,North,11,0,0,Wallet,Offline,Gold,1,7,0,42.06,0,Spring,137231.0,3.0,280,28,13375.6,668.78
T104484,P5484,Clothing,97.65,7.05,0,53.0,Female,South,1,0,0,UPI,Offline,Gold,5,9,1,1.0,0,Autumn,83257.0,5.0,206,20,18663.6,3732.72
T104485,P5485,Grocery,28.96,41.05,1,32.0,Male,North,2,1,0,Credit Card,Online,Silver,1,4,0,,1,Autumn,40695.0,5.0,501,50,-6057.09,-302.85
T104486,P5486,Electronics,15.71,44.29,0,46.0,Male,East,4,0,0,Cash,Online,Bronze,3,4,1,47.79,0,Autumn,49659.0,5.0,270,27,-7716.6,-1929.15
T104487,P5487,Clothing,37.6,11.73,0,57.0,Female,North,12,0,0,UPI,Offline,Bronze,4,1,0,3.3,0,Autumn,124382.0,5.0,189,18,4889.43,977.89
T104488,P5488,Grocery,31.93,5.67,0,33.0,Female,North,6,0,0,Credit Card,Online,Silver,4,6,0,1.82,0,Autumn,94208.0,5.0,203,20,5330.78,266.54
T104489,P5489,Grocery,51.67,2.67,1,50.0,Female,East,4,0,0,Cash,Online,Bronze,1,6,1,19.37,0,Winter,27356.0,2.0,242,24,11858.0,592.9
T104490,P5490,Clothing,34.96,30.41,1,42.0,Female,East,6,1,0,Debit Card,Online,Platinum,5,7,0,7.56,0,Summer,33911.0,3.0,478,47,2174.9,434.98
T104491,P5491,Grocery,91.72,35.77,0,33.0,Female,North,2,1,0,Credit Card,Offline,Gold,5,9,0,28.29,0,Summer,45713.0,1.0,392,39,21932.4,1096.62
T104492,P5492,Grocery,44.63,18.64,1,47.0,Female,East,9,0,0,Debit Card,Offline,Silver,3,9,0,16.93,0,Winter,40413.0,4.0,334,33,8680.66,434.03
T104493,P5493,Grocery,60.66,33.98,1,51.0,Male,South,11,1,1,Wallet,Offline,Platinum,4,5,0,10.45,0,Autumn,32610.0,1.0,540,54,14407.2,720.36
T104494,P5494,Grocery,60.97,35.65,0,19.0,Male,South,3,0,0,UPI,Offline,Platinum,1,2,0,49.93,0,Winter,67036.0,3.0,346,34,8760.72,438.04
T104495,P5495,Grocery,62.58,46.77,0,57.0,Male,North,7,0,0,Cash,Offline,Bronze,2,1,0,17.06,0,Winter,100429.0,2.0,332,33,5248.92,262.45
T104496,P5496,Grocery,53.68,3.24,0,61.0,Male,North,1,0,0,Wallet,Offline,Bronze,4,2,0,32.05,0,Winter,68560.0,3.0,199,19,10037.56,501.88
T104497,P5497,Electronics,78.06,9.61,1,60.0,Female,East,8,0,1,Credit Card,Online,Gold,4,2,0,43.71,0,Spring,1383413.0,4.0,284,28,19439.8,4859.95
T104498,P5498,Clothing,31.28,3.43,0,55.0,Male,North,4,0,0,Wallet,Online,Gold,3,1,0,46.12,0,Summer,142007.0,3.0,207,20,5764.95,1152.99
T104499,P5499,Clothing,145.42,43.4,1,68.0,Male,North,11,0,1,Debit Card,Offline,Silver,4,8,0,20.51,0,Winter,70221.0,5.0,462,46,47133.24,9426.65
T104500,P5500,Grocery,4295.0430085428015,39.63,1,35.0,Male,North,12,0,0,Debit Card,Offline,Gold,3,3,0,48.81,0,Autumn,28830.0,1.0,444,44,2948.16,147.41
T104501,P5501,Grocery,21.8,28.73,1,22.0,Female,North,5,0,0,UPI,Online,Platinum,3,8,0,36.23,0,Winter,81940.0,4.0,426,42,-2952.18,-147.61
T104502,P5502,Clothing,62.28,4.18,0,64.0,Female,East,7,0,0,Wallet,Offline,Gold,2,6,0,29.16,0,Autumn,68440.0,4.0,198,19,11503.8,2300.76
T104503,P5503,Electronics,30.09,13.67,0,57.0,Male,North,3,1,1,Cash,Offline,Platinum,5,1,0,34.66,0,Autumn,115303.0,1.0,333,33,5467.86,1366.96
T104504,P5504,Grocery,86.98,14.89,1,23.0,Female,North,9,0,0,Debit Card,Offline,Platinum,4,7,0,18.01,0,Spring,66571.0,2.0,344,34,24798.96,1239.95
T104505,P5505,Clothing,256.4,28.04,1,29.0,Male,East,9,1,0,Credit Card,Online,Silver,3,3,0,21.22,0,Summer,86445.0,1.0,425,42,97053.0,19410.6
T104506,P5506,Grocery,31.48,12.9,0,68.0,Female,South,8,0,0,Wallet,Offline,Bronze,3,9,0,29.31,0,Winter,116129.0,1.0,230,23,4273.4,213.67
T104507,P5507,Electronics,68.9,3.65,0,29.0,Male,North,1,1,0,Cash,Online,Gold,5,9,0,16.34,0,Summer,148510.0,1.0,256,25,16704.0,4176.0
T104508,P5508,Grocery,15.98,,0,29.0,Female,South,12,0,1,Cash,Online,Silver,5,4,0,38.44,0,Autumn,67237.0,2.0,320,32,-6579.2,-328.96
T104509,P5509,Sports,75.02,14.95,0,26.0,Male,North,12,1,0,Cash,Online,Gold,3,2,0,12.55,0,Winter,81003.0,4.0,306,30,18381.42,1838.14
T104510,P5510,Electronics,29.37,22.62,0,59.0,Male,North,2,0,0,Cash,Online,Platinum,4,9,0,39.84,0,Winter,67164.0,3.0,268,26,1809.0,452.25
T104511,P5511,Grocery,35.26,6.38,0,39.0,Female,South,2,0,0,Debit Card,Online,Gold,4,5,0,7.61,0,Winter,,,240,24,6931.2,346.56
T104512,P5512,Electronics,25.26,40.13,0,66.0,Female,East,3,0,0,UPI,Online,Bronze,4,8,0,10.87,0,Summer,,2.0,267,26,-3970.29,-992.57
T104513,P5513,Grocery,91.15,28.28,0,67.0,Female,East,2,1,0,Wallet,Offline,Gold,5,9,0,37.65,0,Winter,28156.0,3.0,375,37,23576.25,1178.81
T104514,P5514,Grocery,110.51,45.08,0,33.0,Female,East,1,1,0,Debit Card,Offline,Gold,4,1,0,13.16,0,Spring,136163.0,3.0,413,41,27022.59,1351.13
T104515,P5515,Clothing,55.5,24.77,1,21.0,Male,West,11,0,0,UPI,Online,Platinum,4,3,0,39.77,0,Spring,59965.0,4.0,375,37,11523.75,2304.75
T104516,P5516,Grocery,29.81,47.07,0,67.0,Male,West,5,0,1,Cash,Offline,Gold,4,7,0,39.19,0,Summer,38299.0,5.0,382,38,-6593.32,-329.67
T104517,P5517,Home,166.11,44.59,0,20.0,Male,East,6,0,0,Credit Card,Offline,Bronze,5,2,0,12.87,0,Winter,145999.0,3.0,300,30,36456.0,5468.4
T104518,P5518,Electronics,32.29,28.82,1,33.0,Male,East,7,1,1,Cash,Offline,Gold,1,4,0,,0,Spring,30483.0,1.0,459,45,1592.73,398.18
T104519,P5519,Electronics,12.02,46.69,0,31.0,Male,South,10,0,1,UPI,Offline,Platinum,1,4,1,8.32,0,Winter,66863.0,3.0,367,36,-12723.89,-3180.97
T104520,P5520,Home,75.25,16.15,0,58.0,Male,North,7,1,0,UPI,Offline,Silver,4,7,0,37.63,0,Autumn,141151.0,5.0,278,27,16429.8,2464.47
T104521,P5521,Grocery,25.2,,1,55.0,Male,North,2,0,0,Credit Card,Offline,Platinum,1,2,0,42.35,0,Autumn,28823.0,5.0,358,35,2477.36,123.87
T104522,P5522,Home,109.07,2.27,0,21.0,Male,North,7,1,1,Debit Card,Offline,Platinum,4,8,0,19.15,0,Winter,127271.0,4.0,328,32,35030.4,5254.56
T104523,P5523,Grocery,41.81,29.46,1,19.0,Female,West,2,0,1,Credit Card,Online,Platinum,5,8,0,8.21,0,Winter,42367.0,2.0,453,45,5594.55,279.73
T104524,P5524,Home,83.31,36.1,1,27.0,Male,South,2,0,0,Cash,Offline,Silver,4,6,0,,0,Winter,29634.0,4.0,396,39,18695.16,2804.27
T104525,P5525,Clothing,145.63,38.68,0,28.0,Female,East,12,0,0,Wallet,Offline,Bronze,2,4,0,10.79,0,Autumn,89607.0,5.0,270,27,28876.5,5775.3
T104526,P5526,Grocery,23.42,7.49,1,56.0,Female,North,6,0,0,Debit Card,Online,Platinum,3,2,1,48.98,0,Spring,30263.0,2.0,309,30,4922.37,246.12
T104527,P5527,Sports,36.74,22.21,1,,Female,North,6,0,0,Wallet,Online,Platinum,5,3,0,8.51,0,Autumn,109118.0,,345,34,5012.85,501.29
T104528,P5528,Grocery,51.78,8.84,1,54.0,Female,North,8,1,1,Wallet,Online,Bronze,2,3,0,4.31,0,Winter,53388.0,1.0,379,37,16274.26,813.71
T104529,P5529,Electronics,160.18,33.11,1,43.0,Male,East,5,0,0,Debit Card,Offline,Bronze,2,3,0,39.27,0,Summer,114822.0,3.0,349,34,44347.43,11086.86
T104530,P5530,Clothing,34.44,7.9,0,21.0,Female,East,5,0,1,Cash,Online,Gold,3,4,1,30.77,0,Spring,127681.0,1.0,240,24,6369.6,1273.92
T104531,P5531,Electronics,36.01,45.21,1,43.0,Male,East,10,1,0,UPI,Online,Bronze,2,7,0,26.74,0,Summer,124836.0,1.0,482,48,-4434.4,-1108.6
T104532,P5532,Clothing,76.3,11.53,1,55.0,Male,North,1,0,0,Cash,Online,Silver,3,9,0,22.39,0,Autumn,35757.0,,263,26,17034.51,3406.9
T104533,P5533,Clothing,36.45,14.57,0,45.0,Female,North,4,1,0,UPI,Online,Platinum,4,4,0,35.09,0,Spring,50500.0,3.0,325,32,7111.0,1422.2
T104534,P5534,Grocery,60.75,42.55,1,19.0,Male,North,1,1,0,UPI,Offline,Platinum,5,7,0,34.92,0,Spring,125827.0,5.0,553,55,10064.6,503.23
T104535,P5535,Grocery,18.43,22.92,0,19.0,Male,North,10,1,1,Debit Card,Offline,Silver,5,6,0,21.22,0,Summer,97904.0,3.0,368,36,-1652.32,-82.62
T104536,P5536,Clothing,257.25,1.2,1,33.0,Female,East,5,0,0,Debit Card,Offline,Gold,5,9,0,11.71,0,Summer,140211.0,1.0,238,23,60939.9,12187.98
T104537,P5537,Grocery,21.26,24.73,0,40.0,Female,North,8,0,1,Credit Card,Online,Platinum,3,8,0,,0,Summer,36192.0,3.0,335,33,-1162.45,-58.12
T104538,P5538,Electronics,43.59,4.23,1,40.0,Male,South,1,0,1,Wallet,Offline,Platinum,3,2,1,8.23,0,Summer,55471.0,5.0,280,28,11020.8,2755.2
T104539,P5539,Electronics,53.37,49.27,0,30.0,Male,South,3,0,0,Wallet,Offline,Gold,2,3,1,26.7,0,Spring,20874.0,2.0,321,32,1316.1,329.02
T104540,P5540,Electronics,208.28,29.41,1,38.0,Male,North,1,0,0,Wallet,Offline,Gold,5,6,0,34.63,0,Autumn,90230.0,,351,35,62783.37,15695.84
T104541,P5541,Grocery,21.6,,0,56.0,Male,North,6,1,1,Wallet,Offline,Gold,2,5,0,31.94,0,Summer,92842.0,1.0,362,36,3174.74,158.74
T104542,P5542,Clothing,218.9,28.19,0,42.0,Female,West,10,0,0,Credit Card,Offline,Silver,4,2,0,30.94,0,Winter,124048.0,,262,26,49966.02,9993.2
T104543,P5543,Clothing,92.76,3.84,0,54.0,Female,North,1,0,1,UPI,Offline,Silver,2,2,0,33.13,0,Spring,98915.0,2.0,207,20,18406.44,3681.29
T104544,P5544,Clothing,73.11,39.99,0,66.0,Female,East,10,0,0,Credit Card,Offline,Bronze,5,5,0,43.78,0,Summer,71567.0,4.0,285,28,9439.2,1887.84
T104545,P5545,Home,27.41,46.27,0,30.0,Female,North,12,0,0,Debit Card,Online,Gold,3,5,0,18.27,0,Winter,147915.0,4.0,333,33,-6280.38,-942.06
T104546,P5546,Electronics,81.43,43.72,1,32.0,Male,East,3,0,1,Cash,Online,Silver,2,1,0,31.37,0,Autumn,94454.0,4.0,429,42,16177.59,4044.4
T104547,P5547,Grocery,32.9,17.09,1,45.0,Female,North,5,0,1,UPI,Offline,Silver,2,3,0,34.85,1,Autumn,52094.0,1.0,336,33,5312.16,265.61
T104548,P5548,Grocery,132.51,16.29,0,20.0,Male,South,5,0,1,UPI,Offline,Bronze,3,9,0,29.52,0,Summer,138204.0,4.0,259,25,30100.98,1505.05
T104549,P5549,Grocery,27.67,1.75,0,40.0,Male,South,2,0,0,Credit Card,Online,Silver,3,3,0,45.15,0,Winter,43326.0,1.0,206,20,5339.52,266.98
T104550,P5550,Sports,50.44,32.57,1,21.0,Female,North,3,0,1,Debit Card,Offline,Platinum,5,6,0,32.74,0,Summer,112996.0,1.0,432,43,7719.84,771.98
T104551,P5551,Electronics,37.01,26.75,1,64.0,Male,North,9,0,0,Debit Card,Offline,Silver,4,6,0,21.22,0,Spring,108794.0,5.0,325,32,3334.5,833.62
T104552,P5552,Electronics,27.35,22.97,0,67.0,Male,West,1,1,0,UPI,Offline,Gold,5,2,1,42.28,0,Spring,93948.0,4.0,312,31,1366.56,341.64
T104553,P5553,Home,91.74,45.38,1,20.0,Male,North,1,1,1,Credit Card,Online,Bronze,2,7,0,24.48,0,Spring,21228.0,3.0,527,52,24431.72,3664.76
T104554,P5554,Grocery,79.43,8.39,0,56.0,Female,East,12,0,0,Wallet,Online,Gold,5,9,0,26.51,0,Summer,103436.0,2.0,240,24,17049.6,852.48
T104555,P5555,Grocery,127.27,0.48,0,25.0,Male,South,2,0,0,UPI,Online,Gold,5,9,0,29.11,0,Summer,118786.0,1.0,216,21,27386.64,1369.33
T104556,P5556,Grocery,15.71,3.67,0,60.0,Male,North,8,1,0,Wallet,Offline,Bronze,3,8,0,16.14,0,Summer,22620.0,1.0,685,26,3214.68,160.73
T104557,P5557,Grocery,115.0,11.17,1,42.0,Male,North,6,0,0,Cash,Online,Platinum,4,5,0,36.13,0,Autumn,137128.0,5.0,321,32,33329.43,1666.47
T104558,P5558,Sports,315.39,,0,58.0,Male,North,4,0,1,Debit Card,Offline,Bronze,4,8,0,4.91,0,Autumn,108881.0,1.0,174,17,54589.02,5458.9
T104559,P5559,Sports,39.8,25.14,1,69.0,Female,South,7,0,0,UPI,Online,Platinum,5,9,0,43.44,0,Winter,65713.0,1.0,375,37,5497.5,549.75
T104560,P5560,Grocery,205.74,15.7,1,29.0,Female,South,6,0,1,Cash,Online,Platinum,3,1,1,37.73,0,Summer,134172.0,3.0,376,37,71455.04,3572.75
T104561,P5561,Clothing,45.41,9.02,1,22.0,Male,East,9,1,1,Wallet,Online,Gold,3,1,0,17.68,0,Spring,46108.0,1.0,380,38,13828.2,2765.64
T104562,P5562,Home,20.89,37.5,1,50.0,Male,South,6,0,0,UPI,Online,Gold,2,5,0,11.32,0,Spring,,2.0,413,41,-6859.93,-1028.99
T104563,P5563,Electronics,2527.9951070464713,10.22,0,63.0,Male,East,2,0,0,Cash,Online,Gold,1,7,1,19.39,0,Summer,108343.0,2.0,206,20,6975.16,1743.79
T104564,P5564,Clothing,113.72,34.38,0,42.0,Female,North,3,0,0,UPI,Offline,Gold,2,9,0,40.25,0,Winter,147838.0,3.0,305,30,24198.7,4839.74
T104565,P5565,Home,30.36,17.46,1,42.0,Female,South,9,1,1,Cash,Offline,Bronze,2,9,0,1.58,0,Spring,33044.0,5.0,389,38,5018.1,752.72
T104566,P5566,Clothing,35.87,25.59,0,52.0,Male,North,7,1,0,Cash,Offline,Silver,2,3,0,23.4,1,Winter,,3.0,327,32,3361.56,672.31
T104567,P5567,Clothing,82.72,46.69,1,32.0,Male,North,6,0,1,Wallet,Offline,Bronze,1,1,0,12.71,0,Summer,,2.0,464,46,16717.92,3343.58
